student_id,subject_title,instructor_name,evaluation_date,score_value,final_score,status_pass_fail
1,English,Mona Fathy,2024-03-16,5,41,Passed
1,Sport,Amr Helmy,2024-03-17,3,41,Passed
1,Religion,Eman Hassan,2024-03-18,3,41,Passed
1,Arabic,Ahmed Zaki,2024-03-22,3,41,Passed
1,English,Mona Fathy,2024-03-23,5,41,Passed
1,Sport,Amr Helmy,2024-03-24,3,41,Passed
1,Religion,Eman Hassan,2024-03-25,4,41,Passed
1,Arabic,Ahmed Zaki,2024-03-29,4,41,Passed
1,English,Mona Fathy,2024-03-30,4,41,Passed
1,Sport,Amr Helmy,2024-03-31,4,41,Passed
1,Religion,Eman Hassan,2024-04-01,3,41,Passed
2,Arabic,Ahmed Zaki,2023-10-01,3,48,Passed
2,English,Mona Fathy,2023-10-02,5,48,Passed
2,Sport,Amr Helmy,2023-10-03,5,48,Passed
2,Religion,Eman Hassan,2023-10-04,4,48,Passed
2,Arabic,Ahmed Zaki,2023-10-08,4,48,Passed
2,English,Mona Fathy,2023-10-09,4,48,Passed
2,Sport,Amr Helmy,2023-10-10,5,48,Passed
2,Religion,Eman Hassan,2023-10-11,4,48,Passed
2,Arabic,Ahmed Zaki,2023-10-15,4,48,Passed
2,English,Mona Fathy,2023-10-16,5,48,Passed
2,Sport,Amr Helmy,2023-10-17,4,48,Passed
2,Religion,Eman Hassan,2023-10-18,4,48,Passed
2,Arabic,Ahmed Zaki,2023-10-22,5,48,Passed
2,English,Mona Fathy,2023-10-23,5,48,Passed
2,Sport,Amr Helmy,2023-10-24,5,48,Passed
2,Religion,Eman Hassan,2023-10-25,5,48,Passed
2,Arabic,Ahmed Zaki,2023-10-29,4,48,Passed
2,English,Mona Fathy,2023-10-30,5,48,Passed
2,Sport,Amr Helmy,2023-10-31,5,48,Passed
2,Religion,Eman Hassan,2023-11-01,4,48,Passed
2,Arabic,Ahmed Zaki,2023-11-05,4,48,Passed
2,English,Mona Fathy,2023-11-06,5,48,Passed
2,Sport,Amr Helmy,2023-11-07,5,48,Passed
2,Religion,Eman Hassan,2023-11-08,4,48,Passed
2,Arabic,Ahmed Zaki,2023-11-12,5,48,Passed
2,English,Mona Fathy,2023-11-13,4,48,Passed
2,Sport,Amr Helmy,2023-11-14,5,48,Passed
2,Religion,Eman Hassan,2023-11-15,3,48,Passed
2,Arabic,Ahmed Zaki,2023-11-19,4,48,Passed
2,English,Mona Fathy,2023-11-20,4,48,Passed
2,Sport,Amr Helmy,2023-11-21,5,48,Passed
2,Religion,Eman Hassan,2023-11-22,4,48,Passed
2,Arabic,Ahmed Zaki,2023-11-26,4,48,Passed
2,English,Mona Fathy,2023-11-27,5,48,Passed
2,Sport,Amr Helmy,2023-11-28,5,48,Passed
2,Religion,Eman Hassan,2023-11-29,4,48,Passed
2,Arabic,Ahmed Zaki,2023-12-03,5,48,Passed
2,English,Mona Fathy,2023-12-04,5,48,Passed
2,Sport,Amr Helmy,2023-12-05,4,48,Passed
2,Religion,Eman Hassan,2023-12-06,4,48,Passed
2,Arabic,Ahmed Zaki,2023-12-10,4,48,Passed
2,English,Mona Fathy,2023-12-11,5,48,Passed
2,Sport,Amr Helmy,2023-12-12,5,48,Passed
2,Religion,Eman Hassan,2023-12-13,4,48,Passed
2,Arabic,Ahmed Zaki,2023-12-17,4,48,Passed
2,English,Mona Fathy,2023-12-18,5,48,Passed
2,Sport,Amr Helmy,2023-12-19,5,48,Passed
2,Religion,Eman Hassan,2023-12-20,5,48,Passed
2,Arabic,Ahmed Zaki,2024-02-09,3,48,Passed
2,English,Mona Fathy,2024-02-10,5,48,Passed
2,Sport,Amr Helmy,2024-02-11,5,48,Passed
2,Religion,Eman Hassan,2024-02-12,4,48,Passed
2,Arabic,Ahmed Zaki,2024-02-16,4,48,Passed
2,English,Mona Fathy,2024-02-17,4,48,Passed
2,Sport,Amr Helmy,2024-02-18,5,48,Passed
2,Religion,Eman Hassan,2024-02-19,3,48,Passed
2,Arabic,Ahmed Zaki,2024-02-23,4,48,Passed
2,English,Mona Fathy,2024-02-24,5,48,Passed
2,Sport,Amr Helmy,2024-02-25,5,48,Passed
2,Religion,Eman Hassan,2024-02-26,4,48,Passed
2,Arabic,Ahmed Zaki,2024-03-01,4,48,Passed
2,English,Mona Fathy,2024-03-02,5,48,Passed
2,Sport,Amr Helmy,2024-03-03,5,48,Passed
2,Religion,Eman Hassan,2024-03-04,4,48,Passed
2,Arabic,Ahmed Zaki,2024-03-08,4,48,Passed
2,English,Mona Fathy,2024-03-09,5,48,Passed
2,Sport,Amr Helmy,2024-03-10,5,48,Passed
2,Religion,Eman Hassan,2024-03-11,5,48,Passed
2,Arabic,Ahmed Zaki,2024-03-15,5,48,Passed
2,English,Mona Fathy,2024-03-16,5,48,Passed
2,Sport,Amr Helmy,2024-03-17,5,48,Passed
2,Religion,Eman Hassan,2024-03-18,4,48,Passed
2,Arabic,Ahmed Zaki,2024-03-22,5,48,Passed
2,English,Mona Fathy,2024-03-23,5,48,Passed
2,Sport,Amr Helmy,2024-03-24,4,48,Passed
2,Religion,Eman Hassan,2024-03-25,4,48,Passed
2,Arabic,Ahmed Zaki,2024-03-29,3,48,Passed
2,English,Mona Fathy,2024-03-30,5,48,Passed
2,Sport,Amr Helmy,2024-03-31,5,48,Passed
2,Religion,Eman Hassan,2024-04-01,4,48,Passed
3,Arabic,Ahmed Zaki,2023-10-01,5,48,Passed
3,English,Mona Fathy,2023-10-02,4,48,Passed
3,Sport,Amr Helmy,2023-10-03,3,48,Passed
3,Religion,Eman Hassan,2023-10-04,4,48,Passed
3,Arabic,Ahmed Zaki,2023-10-08,4,48,Passed
3,English,Mona Fathy,2023-10-09,3,48,Passed
3,Sport,Amr Helmy,2023-10-10,3,48,Passed
3,Religion,Eman Hassan,2023-10-11,4,48,Passed
3,Arabic,Ahmed Zaki,2023-10-15,5,48,Passed
3,English,Mona Fathy,2023-10-16,3,48,Passed
3,Sport,Amr Helmy,2023-10-17,4,48,Passed
3,Religion,Eman Hassan,2023-10-18,5,48,Passed
3,Arabic,Ahmed Zaki,2023-10-22,5,48,Passed
3,English,Mona Fathy,2023-10-23,3,48,Passed
3,Sport,Amr Helmy,2023-10-24,4,48,Passed
3,Religion,Eman Hassan,2023-10-25,5,48,Passed
3,Arabic,Ahmed Zaki,2023-10-29,5,48,Passed
3,English,Mona Fathy,2023-10-30,4,48,Passed
3,Sport,Amr Helmy,2023-10-31,3,48,Passed
3,Religion,Eman Hassan,2023-11-01,3,48,Passed
3,Arabic,Ahmed Zaki,2023-11-05,5,48,Passed
3,English,Mona Fathy,2023-11-06,4,48,Passed
3,Sport,Amr Helmy,2023-11-07,4,48,Passed
3,Religion,Eman Hassan,2023-11-08,4,48,Passed
3,Arabic,Ahmed Zaki,2023-11-12,5,48,Passed
3,English,Mona Fathy,2023-11-13,4,48,Passed
3,Sport,Amr Helmy,2023-11-14,3,48,Passed
3,Religion,Eman Hassan,2023-11-15,4,48,Passed
3,Arabic,Ahmed Zaki,2023-11-19,4,48,Passed
3,English,Mona Fathy,2023-11-20,4,48,Passed
3,Sport,Amr Helmy,2023-11-21,4,48,Passed
3,Religion,Eman Hassan,2023-11-22,5,48,Passed
3,Arabic,Ahmed Zaki,2023-11-26,5,48,Passed
3,English,Mona Fathy,2023-11-27,4,48,Passed
3,Sport,Amr Helmy,2023-11-28,4,48,Passed
3,Religion,Eman Hassan,2023-11-29,4,48,Passed
3,Arabic,Ahmed Zaki,2023-12-03,4,48,Passed
3,English,Mona Fathy,2023-12-04,3,48,Passed
3,Sport,Amr Helmy,2023-12-05,3,48,Passed
3,Religion,Eman Hassan,2023-12-06,4,48,Passed
3,Arabic,Ahmed Zaki,2023-12-10,5,48,Passed
3,English,Mona Fathy,2023-12-11,5,48,Passed
3,Sport,Amr Helmy,2023-12-12,3,48,Passed
3,Religion,Eman Hassan,2023-12-13,5,48,Passed
3,Arabic,Ahmed Zaki,2023-12-17,5,48,Passed
3,English,Mona Fathy,2023-12-18,4,48,Passed
3,Sport,Amr Helmy,2023-12-19,3,48,Passed
3,Religion,Eman Hassan,2023-12-20,4,48,Passed
3,Arabic,Ahmed Zaki,2024-02-09,5,48,Passed
3,English,Mona Fathy,2024-02-10,3,48,Passed
3,Sport,Amr Helmy,2024-02-11,3,48,Passed
3,Religion,Eman Hassan,2024-02-12,4,48,Passed
3,Arabic,Ahmed Zaki,2024-02-16,5,48,Passed
3,English,Mona Fathy,2024-02-17,4,48,Passed
3,Sport,Amr Helmy,2024-02-18,4,48,Passed
3,Religion,Eman Hassan,2024-02-19,4,48,Passed
3,Arabic,Ahmed Zaki,2024-02-23,5,48,Passed
3,English,Mona Fathy,2024-02-24,5,48,Passed
3,Sport,Amr Helmy,2024-02-25,3,48,Passed
3,Religion,Eman Hassan,2024-02-26,3,48,Passed
3,Arabic,Ahmed Zaki,2024-03-01,5,48,Passed
3,English,Mona Fathy,2024-03-02,4,48,Passed
3,Sport,Amr Helmy,2024-03-03,3,48,Passed
3,Religion,Eman Hassan,2024-03-04,4,48,Passed
3,Arabic,Ahmed Zaki,2024-03-08,5,48,Passed
3,English,Mona Fathy,2024-03-09,5,48,Passed
3,Sport,Amr Helmy,2024-03-10,3,48,Passed
3,Religion,Eman Hassan,2024-03-11,3,48,Passed
3,Arabic,Ahmed Zaki,2024-03-15,5,48,Passed
3,English,Mona Fathy,2024-03-16,4,48,Passed
3,Sport,Amr Helmy,2024-03-17,4,48,Passed
3,Religion,Eman Hassan,2024-03-18,5,48,Passed
3,Arabic,Ahmed Zaki,2024-03-22,5,48,Passed
3,English,Mona Fathy,2024-03-23,4,48,Passed
3,Sport,Amr Helmy,2024-03-24,4,48,Passed
3,Religion,Eman Hassan,2024-03-25,4,48,Passed
3,Arabic,Ahmed Zaki,2024-03-29,5,48,Passed
3,English,Mona Fathy,2024-03-30,4,48,Passed
3,Sport,Amr Helmy,2024-03-31,3,48,Passed
3,Religion,Eman Hassan,2024-04-01,4,48,Passed
4,Arabic,Ahmed Zaki,2023-10-01,3,49,Passed
4,English,Mona Fathy,2023-10-02,3,49,Passed
4,Sport,Amr Helmy,2023-10-03,4,49,Passed
4,Religion,Eman Hassan,2023-10-04,3,49,Passed
4,Arabic,Ahmed Zaki,2023-10-08,4,49,Passed
4,English,Mona Fathy,2023-10-09,4,49,Passed
4,Sport,Amr Helmy,2023-10-10,5,49,Passed
4,Religion,Eman Hassan,2023-10-11,4,49,Passed
4,Arabic,Ahmed Zaki,2023-10-15,3,49,Passed
4,English,Mona Fathy,2023-10-16,5,49,Passed
4,Sport,Amr Helmy,2023-10-17,5,49,Passed
4,Religion,Eman Hassan,2023-10-18,3,49,Passed
4,Arabic,Ahmed Zaki,2023-10-22,3,49,Passed
4,English,Mona Fathy,2023-10-23,4,49,Passed
4,Sport,Amr Helmy,2023-10-24,4,49,Passed
4,Religion,Eman Hassan,2023-10-25,3,49,Passed
4,Arabic,Ahmed Zaki,2023-10-29,4,49,Passed
4,English,Mona Fathy,2023-10-30,4,49,Passed
4,Sport,Amr Helmy,2023-10-31,4,49,Passed
4,Religion,Eman Hassan,2023-11-01,3,49,Passed
4,Arabic,Ahmed Zaki,2023-11-05,3,49,Passed
4,English,Mona Fathy,2023-11-06,3,49,Passed
4,Sport,Amr Helmy,2023-11-07,4,49,Passed
4,Religion,Eman Hassan,2023-11-08,3,49,Passed
4,Arabic,Ahmed Zaki,2023-11-12,3,49,Passed
4,English,Mona Fathy,2023-11-13,3,49,Passed
4,Sport,Amr Helmy,2023-11-14,3,49,Passed
4,Religion,Eman Hassan,2023-11-15,3,49,Passed
4,Arabic,Ahmed Zaki,2023-11-19,4,49,Passed
4,English,Mona Fathy,2023-11-20,4,49,Passed
4,Sport,Amr Helmy,2023-11-21,4,49,Passed
4,Religion,Eman Hassan,2023-11-22,3,49,Passed
4,Arabic,Ahmed Zaki,2023-11-26,3,49,Passed
4,English,Mona Fathy,2023-11-27,4,49,Passed
4,Sport,Amr Helmy,2023-11-28,4,49,Passed
4,Religion,Eman Hassan,2023-11-29,4,49,Passed
4,Arabic,Ahmed Zaki,2023-12-03,3,49,Passed
4,English,Mona Fathy,2023-12-04,4,49,Passed
4,Sport,Amr Helmy,2023-12-05,3,49,Passed
4,Religion,Eman Hassan,2023-12-06,3,49,Passed
4,Arabic,Ahmed Zaki,2023-12-10,3,49,Passed
4,English,Mona Fathy,2023-12-11,4,49,Passed
4,Sport,Amr Helmy,2023-12-12,4,49,Passed
4,Religion,Eman Hassan,2023-12-13,3,49,Passed
4,Arabic,Ahmed Zaki,2023-12-17,3,49,Passed
4,English,Mona Fathy,2023-12-18,4,49,Passed
4,Sport,Amr Helmy,2023-12-19,3,49,Passed
4,Religion,Eman Hassan,2023-12-20,3,49,Passed
4,Arabic,Ahmed Zaki,2024-02-09,3,49,Passed
4,English,Mona Fathy,2024-02-10,4,49,Passed
4,Sport,Amr Helmy,2024-02-11,4,49,Passed
4,Religion,Eman Hassan,2024-02-12,4,49,Passed
4,Arabic,Ahmed Zaki,2024-02-16,3,49,Passed
4,English,Mona Fathy,2024-02-17,5,49,Passed
4,Sport,Amr Helmy,2024-02-18,4,49,Passed
4,Religion,Eman Hassan,2024-02-19,3,49,Passed
4,Arabic,Ahmed Zaki,2024-02-23,4,49,Passed
4,English,Mona Fathy,2024-02-24,5,49,Passed
4,Sport,Amr Helmy,2024-02-25,5,49,Passed
4,Religion,Eman Hassan,2024-02-26,4,49,Passed
4,Arabic,Ahmed Zaki,2024-03-01,3,49,Passed
4,English,Mona Fathy,2024-03-02,4,49,Passed
4,Sport,Amr Helmy,2024-03-03,4,49,Passed
4,Religion,Eman Hassan,2024-03-04,4,49,Passed
4,Arabic,Ahmed Zaki,2024-03-08,4,49,Passed
4,English,Mona Fathy,2024-03-09,4,49,Passed
4,Sport,Amr Helmy,2024-03-10,3,49,Passed
4,Religion,Eman Hassan,2024-03-11,3,49,Passed
4,Arabic,Ahmed Zaki,2024-03-15,4,49,Passed
4,English,Mona Fathy,2024-03-16,3,49,Passed
4,Sport,Amr Helmy,2024-03-17,4,49,Passed
4,Religion,Eman Hassan,2024-03-18,3,49,Passed
4,Arabic,Ahmed Zaki,2024-03-22,4,49,Passed
4,English,Mona Fathy,2024-03-23,4,49,Passed
4,Sport,Amr Helmy,2024-03-24,4,49,Passed
4,Religion,Eman Hassan,2024-03-25,4,49,Passed
4,Arabic,Ahmed Zaki,2024-03-29,3,49,Passed
4,English,Mona Fathy,2024-03-30,4,49,Passed
4,Sport,Amr Helmy,2024-03-31,3,49,Passed
4,Religion,Eman Hassan,2024-04-01,3,49,Passed
5,Arabic,Ahmed Zaki,2023-10-01,4,47,Passed
5,English,Mona Fathy,2023-10-02,4,47,Passed
5,Sport,Amr Helmy,2023-10-03,4,47,Passed
5,Religion,Eman Hassan,2023-10-04,4,47,Passed
5,Arabic,Ahmed Zaki,2023-10-08,5,47,Passed
5,English,Mona Fathy,2023-10-09,4,47,Passed
5,Sport,Amr Helmy,2023-10-10,4,47,Passed
5,Religion,Eman Hassan,2023-10-11,5,47,Passed
5,Arabic,Ahmed Zaki,2023-10-15,5,47,Passed
5,English,Mona Fathy,2023-10-16,4,47,Passed
5,Sport,Amr Helmy,2023-10-17,3,47,Passed
5,Religion,Eman Hassan,2023-10-18,4,47,Passed
5,Arabic,Ahmed Zaki,2023-10-22,5,47,Passed
5,English,Mona Fathy,2023-10-23,3,47,Passed
5,Sport,Amr Helmy,2023-10-24,4,47,Passed
5,Religion,Eman Hassan,2023-10-25,3,47,Passed
5,Arabic,Ahmed Zaki,2023-10-29,4,47,Passed
5,English,Mona Fathy,2023-10-30,3,47,Passed
5,Sport,Amr Helmy,2023-10-31,4,47,Passed
5,Religion,Eman Hassan,2023-11-01,4,47,Passed
5,Arabic,Ahmed Zaki,2023-11-05,4,47,Passed
5,English,Mona Fathy,2023-11-06,5,47,Passed
5,Sport,Amr Helmy,2023-11-07,4,47,Passed
5,Religion,Eman Hassan,2023-11-08,4,47,Passed
5,Arabic,Ahmed Zaki,2023-11-12,5,47,Passed
5,English,Mona Fathy,2023-11-13,3,47,Passed
5,Sport,Amr Helmy,2023-11-14,4,47,Passed
5,Religion,Eman Hassan,2023-11-15,3,47,Passed
5,Arabic,Ahmed Zaki,2023-11-19,5,47,Passed
5,English,Mona Fathy,2023-11-20,4,47,Passed
5,Sport,Amr Helmy,2023-11-21,3,47,Passed
5,Religion,Eman Hassan,2023-11-22,4,47,Passed
5,Arabic,Ahmed Zaki,2023-11-26,5,47,Passed
5,English,Mona Fathy,2023-11-27,5,47,Passed
5,Sport,Amr Helmy,2023-11-28,4,47,Passed
5,Religion,Eman Hassan,2023-11-29,5,47,Passed
5,Arabic,Ahmed Zaki,2023-12-03,5,47,Passed
5,English,Mona Fathy,2023-12-04,3,47,Passed
5,Sport,Amr Helmy,2023-12-05,3,47,Passed
5,Religion,Eman Hassan,2023-12-06,4,47,Passed
5,Arabic,Ahmed Zaki,2023-12-10,4,47,Passed
5,English,Mona Fathy,2023-12-11,3,47,Passed
5,Sport,Amr Helmy,2023-12-12,4,47,Passed
5,Religion,Eman Hassan,2023-12-13,4,47,Passed
5,Arabic,Ahmed Zaki,2023-12-17,4,47,Passed
5,English,Mona Fathy,2023-12-18,4,47,Passed
5,Sport,Amr Helmy,2023-12-19,5,47,Passed
5,Religion,Eman Hassan,2023-12-20,5,47,Passed
5,Arabic,Ahmed Zaki,2024-02-09,5,47,Passed
5,English,Mona Fathy,2024-02-10,4,47,Passed
5,Sport,Amr Helmy,2024-02-11,4,47,Passed
5,Religion,Eman Hassan,2024-02-12,4,47,Passed
5,Arabic,Ahmed Zaki,2024-02-16,5,47,Passed
5,English,Mona Fathy,2024-02-17,4,47,Passed
5,Sport,Amr Helmy,2024-02-18,3,47,Passed
5,Religion,Eman Hassan,2024-02-19,3,47,Passed
5,Arabic,Ahmed Zaki,2024-02-23,5,47,Passed
5,English,Mona Fathy,2024-02-24,4,47,Passed
5,Sport,Amr Helmy,2024-02-25,4,47,Passed
5,Religion,Eman Hassan,2024-02-26,4,47,Passed
5,Arabic,Ahmed Zaki,2024-03-01,5,47,Passed
5,English,Mona Fathy,2024-03-02,5,47,Passed
5,Sport,Amr Helmy,2024-03-03,4,47,Passed
5,Religion,Eman Hassan,2024-03-04,3,47,Passed
5,Arabic,Ahmed Zaki,2024-03-08,5,47,Passed
5,English,Mona Fathy,2024-03-09,5,47,Passed
5,Sport,Amr Helmy,2024-03-10,3,47,Passed
5,Religion,Eman Hassan,2024-03-11,4,47,Passed
5,Arabic,Ahmed Zaki,2024-03-15,5,47,Passed
5,English,Mona Fathy,2024-03-16,4,47,Passed
5,Sport,Amr Helmy,2024-03-17,4,47,Passed
5,Religion,Eman Hassan,2024-03-18,4,47,Passed
5,Arabic,Ahmed Zaki,2024-03-22,5,47,Passed
5,English,Mona Fathy,2024-03-23,4,47,Passed
5,Sport,Amr Helmy,2024-03-24,5,47,Passed
5,Religion,Eman Hassan,2024-03-25,5,47,Passed
5,Arabic,Ahmed Zaki,2024-03-29,5,47,Passed
5,English,Mona Fathy,2024-03-30,4,47,Passed
5,Sport,Amr Helmy,2024-03-31,4,47,Passed
5,Religion,Eman Hassan,2024-04-01,4,47,Passed
6,Arabic,Ahmed Zaki,2023-10-01,5,45,Passed
6,English,Mona Fathy,2023-10-02,5,45,Passed
6,Sport,Amr Helmy,2023-10-03,4,45,Passed
6,Religion,Eman Hassan,2023-10-04,4,45,Passed
6,Arabic,Ahmed Zaki,2023-10-08,5,45,Passed
6,English,Mona Fathy,2023-10-09,4,45,Passed
6,Sport,Amr Helmy,2023-10-10,5,45,Passed
6,Religion,Eman Hassan,2023-10-11,5,45,Passed
6,Arabic,Ahmed Zaki,2023-10-15,5,45,Passed
6,English,Mona Fathy,2023-10-16,3,45,Passed
6,Sport,Amr Helmy,2023-10-17,4,45,Passed
6,Religion,Eman Hassan,2023-10-18,4,45,Passed
6,Arabic,Ahmed Zaki,2023-10-22,5,45,Passed
6,English,Mona Fathy,2023-10-23,3,45,Passed
6,Sport,Amr Helmy,2023-10-24,4,45,Passed
6,Religion,Eman Hassan,2023-10-25,5,45,Passed
6,Arabic,Ahmed Zaki,2023-10-29,5,45,Passed
6,English,Mona Fathy,2023-10-30,4,45,Passed
6,Sport,Amr Helmy,2023-10-31,3,45,Passed
6,Religion,Eman Hassan,2023-11-01,5,45,Passed
6,Arabic,Ahmed Zaki,2023-11-05,4,45,Passed
6,English,Mona Fathy,2023-11-06,5,45,Passed
6,Sport,Amr Helmy,2023-11-07,3,45,Passed
6,Religion,Eman Hassan,2023-11-08,5,45,Passed
6,Arabic,Ahmed Zaki,2023-11-12,5,45,Passed
6,English,Mona Fathy,2023-11-13,5,45,Passed
6,Sport,Amr Helmy,2023-11-14,4,45,Passed
6,Religion,Eman Hassan,2023-11-15,5,45,Passed
6,Arabic,Ahmed Zaki,2023-11-19,5,45,Passed
6,English,Mona Fathy,2023-11-20,5,45,Passed
6,Sport,Amr Helmy,2023-11-21,4,45,Passed
6,Religion,Eman Hassan,2023-11-22,5,45,Passed
6,Arabic,Ahmed Zaki,2023-11-26,5,45,Passed
6,English,Mona Fathy,2023-11-27,3,45,Passed
6,Sport,Amr Helmy,2023-11-28,4,45,Passed
6,Religion,Eman Hassan,2023-11-29,5,45,Passed
6,Arabic,Ahmed Zaki,2023-12-03,5,45,Passed
6,English,Mona Fathy,2023-12-04,4,45,Passed
6,Sport,Amr Helmy,2023-12-05,4,45,Passed
6,Religion,Eman Hassan,2023-12-06,5,45,Passed
6,Arabic,Ahmed Zaki,2023-12-10,5,45,Passed
6,English,Mona Fathy,2023-12-11,3,45,Passed
6,Sport,Amr Helmy,2023-12-12,4,45,Passed
6,Religion,Eman Hassan,2023-12-13,5,45,Passed
6,Arabic,Ahmed Zaki,2023-12-17,5,45,Passed
6,English,Mona Fathy,2023-12-18,3,45,Passed
6,Sport,Amr Helmy,2023-12-19,3,45,Passed
6,Religion,Eman Hassan,2023-12-20,5,45,Passed
6,Arabic,Ahmed Zaki,2024-02-09,5,45,Passed
6,English,Mona Fathy,2024-02-10,4,45,Passed
6,Sport,Amr Helmy,2024-02-11,5,45,Passed
6,Religion,Eman Hassan,2024-02-12,4,45,Passed
6,Arabic,Ahmed Zaki,2024-02-16,5,45,Passed
6,English,Mona Fathy,2024-02-17,4,45,Passed
6,Sport,Amr Helmy,2024-02-18,5,45,Passed
6,Religion,Eman Hassan,2024-02-19,5,45,Passed
6,Arabic,Ahmed Zaki,2024-02-23,5,45,Passed
6,English,Mona Fathy,2024-02-24,5,45,Passed
6,Sport,Amr Helmy,2024-02-25,4,45,Passed
6,Religion,Eman Hassan,2024-02-26,5,45,Passed
6,Arabic,Ahmed Zaki,2024-03-01,5,45,Passed
6,English,Mona Fathy,2024-03-02,5,45,Passed
6,Sport,Amr Helmy,2024-03-03,4,45,Passed
6,Religion,Eman Hassan,2024-03-04,5,45,Passed
6,Arabic,Ahmed Zaki,2024-03-08,5,45,Passed
6,English,Mona Fathy,2024-03-09,4,45,Passed
6,Sport,Amr Helmy,2024-03-10,4,45,Passed
6,Religion,Eman Hassan,2024-03-11,5,45,Passed
6,Arabic,Ahmed Zaki,2024-03-15,5,45,Passed
6,English,Mona Fathy,2024-03-16,4,45,Passed
6,Sport,Amr Helmy,2024-03-17,4,45,Passed
6,Religion,Eman Hassan,2024-03-18,5,45,Passed
6,Arabic,Ahmed Zaki,2024-03-22,5,45,Passed
6,English,Mona Fathy,2024-03-23,5,45,Passed
6,Sport,Amr Helmy,2024-03-24,4,45,Passed
6,Religion,Eman Hassan,2024-03-25,4,45,Passed
